Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,RowNum,Segmentation
-70,-70,-48,-70,0,20,-70,-17,-70,3172,C
-70,70,44,70,35,-70,-70,-52,70,3173,B
-70,-70,-60,-70,70,10,-70,-17,23,3174,D
70,70,-40,70,0,10,70,-52,46,3175,D
70,-70,-20,70,17,-40,-70,-52,70,3176,A
-70,70,-42,-70,-35,-70,-70,-52,46,3177,A
-70,70,22,70,-17,-60,-70,-70,46,3178,B
-70,70,-8,-70,-35,-60,-70,-52,70,3179,D
70,70,-10,70,52,-60,-70,-17,46,3180,B
70,70,-28,70,70,10,0,-52,46,3181,D
-70,70,44,-70,-17,-70,-70,-70,46,3182,D
-70,70,-36,70,-70,20,0,-52,46,3183,C
-70,70,-36,70,-70,10,-70,-17,0,3184,A
70,70,-10,-70,-35,-30,-70,-70,70,3185,D
-70,-70,-60,-70,70,-70,-70,-35,-46,3186,D
70,70,-22,70,-70,-20,-70,-70,46,3187,A
-70,70,-24,70,-70,-70,70,-35,46,3188,C
-70,70,12,70,-17,-70,-70,-52,-70,3189,A
70,70,-14,70,-70,-60,0,-35,46,3190,C
70,-70,-66,-70,70,10,-70,-17,-46,3191,D
-70,-70,-54,-70,-35,-70,-70,-52,46,3192,D
-70,70,-50,-70,-70,-60,-70,-52,46,3193,A
70,-70,-70,-70,70,0,-70,17,46,3194,D
70,-70,-46,-70,70,0,-70,17,70,3195,C
70,-70,-28,70,-17,40,-70,-70,46,3196,A
-70,70,40,70,-17,-60,0,-52,46,3197,A
-70,70,2,70,-52,20,70,-52,46,3198,C
70,-70,-24,70,-70,-70,-70,-17,-46,3199,B
-70,70,10,70,-70,-60,0,-17,46,3200,B
70,70,-28,70,52,10,70,-52,46,3201,D
-70,70,50,-70,35,20,-70,-35,46,3202,D
-70,-70,-54,-70,-35,-60,-70,-70,46,3203,A
70,70,24,70,17,-70,0,-35,46,3204,A
-70,-70,-54,70,-17,0,-70,0,-23,3205,D
70,70,-34,-70,17,-30,70,-35,0,3206,A
70,-70,-30,70,17,-40,-70,-70,-46,3207,B
-70,70,54,-70,-52,-70,-70,-70,46,3208,D
70,-70,-56,-70,17,-20,-70,-35,70,3209,B
-70,-70,-42,-70,70,-70,-70,0,46,3210,B
-70,-70,-50,70,70,20,-70,-70,46,3211,D
70,-70,-50,-70,70,0,-70,-17,46,3212,D
-70,-70,-54,70,70,10,-70,0,46,3213,D
70,70,-6,70,-35,-60,-70,-52,0,3214,A
-70,70,32,70,35,-60,-70,-52,46,3215,B
-70,-70,-28,-70,-70,-60,-70,-70,70,3216,D
-70,70,18,70,-17,-70,0,-35,46,3217,C
70,70,28,-70,35,-60,-70,-52,70,3218,B
-70,70,-12,70,-70,-70,-70,-70,46,3219,B
-70,70,-14,-70,-70,-60,70,-35,46,3220,B
-70,70,-22,70,-70,-10,-70,-35,46,3221,A
70,70,-10,70,-70,-70,0,0,70,3222,B
70,-70,0,-70,35,-60,-70,-35,46,3223,D
-70,70,22,70,-17,-70,0,-52,46,3224,B
-70,-70,-54,-70,-35,-70,-70,-17,46,3225,A
-70,-70,-36,70,-35,-70,-70,-70,46,3226,D
70,70,64,-70,35,-70,70,-52,46,3227,C
70,-70,-46,70,-35,-60,-70,-17,-46,3228,A
-70,70,-20,-70,-52,10,-70,-35,46,3229,A
70,70,-30,70,-70,-30,-70,-70,46,3230,B
70,70,40,70,-35,-60,-70,-52,46,3231,B
-70,70,70,-70,35,-70,-70,-70,46,3232,A
-70,-70,-46,70,-35,30,-70,-17,46,3233,D
-70,70,-40,-70,-52,-70,70,0,-70,3234,D
70,70,-32,70,52,-40,70,-35,46,3235,A
-70,70,30,-70,35,-70,70,-52,46,3236,C
70,70,-4,70,17,-10,0,-52,46,3237,C
-70,-70,-68,-70,-70,30,-70,-35,46,3238,A
70,-70,-42,-70,-35,-70,-70,0,70,3239,D
70,-70,-62,-70,-35,-40,-70,-17,-46,3240,D
70,-70,-54,-70,17,-60,-70,17,46,3241,A
70,70,-20,70,-70,-70,70,-35,46,3242,B
-70,-70,-68,-70,70,0,-70,-52,46,3243,D
-70,70,-10,70,-70,-60,0,-35,46,3244,C
70,-70,-66,-70,0,-60,-70,-52,-70,3245,D
70,-70,-44,70,-17,20,-70,-35,0,3246,D
-70,-70,-56,70,-70,20,-70,-35,46,3247,A
-70,70,-24,70,70,10,-70,-35,46,3248,C
-70,70,-34,70,-52,20,70,-35,46,3249,C
-70,70,-10,70,-70,-60,70,0,-46,3250,C
-70,-70,-52,-70,-70,-60,-70,-70,46,3251,B
-70,-70,-36,70,35,-60,-70,-70,70,3252,D
70,70,-28,70,-35,-70,0,-35,46,3253,C
-70,70,-30,-70,-52,-70,0,-35,46,3254,A
70,70,6,70,-70,0,0,-35,46,3255,C
-70,70,52,-70,-70,-60,-70,-52,46,3256,A
-70,70,14,70,-17,20,0,-52,46,3257,C
-70,-70,-48,70,70,-20,-70,-17,-46,3258,D
70,-70,-60,-70,70,-60,-70,-17,46,3259,D
70,70,58,-70,35,-60,-70,-70,46,3260,D
-70,70,-36,-70,-70,-70,-70,17,70,3261,C
-70,70,-24,70,-35,20,0,-52,46,3262,B
-70,70,54,-70,-17,-60,-70,-70,46,3263,A
70,70,8,70,52,-50,-70,-70,46,3264,C
70,-70,-30,-70,17,10,-70,-70,70,3265,A
-70,70,-70,-70,-35,30,-70,-52,46,3266,D
-70,-70,-32,70,-70,-60,-70,-17,46,3267,B
-70,70,-20,-70,-70,-30,0,-52,46,3268,C
70,-70,-34,70,-35,-30,-70,-70,-46,3269,B
70,70,44,70,35,-70,70,-52,46,3270,A
-70,-70,-40,-70,-17,70,-70,-70,46,3271,D
-70,70,-20,-70,-52,-60,70,0,70,3272,B
-70,70,-12,-70,-52,-60,70,35,-46,3273,D
-70,70,54,-70,35,10,-70,-52,46,3274,B
-70,-70,-52,70,-70,30,-70,-35,46,3275,D
70,-70,-30,70,-35,-30,-70,-35,46,3276,A
-70,70,-32,70,-52,-70,0,0,46,3277,B
-70,-70,-12,-70,-17,-60,-70,-70,70,3278,A
-70,70,-4,-70,-17,-60,0,0,70,3279,D
70,70,64,-70,35,-60,70,-52,46,3280,A
70,70,4,70,-17,-60,0,-52,46,3281,A
-70,70,10,70,-70,-40,0,-52,46,3282,B
-70,70,-40,70,-35,-70,0,-52,46,3283,B
70,-70,-42,-70,-17,-40,-70,17,70,3284,D
-70,70,-54,-70,-70,-40,-70,-52,46,3285,A
-70,70,32,70,-70,-60,-70,-52,46,3286,B
-70,70,-46,-70,-52,-20,70,-17,46,3287,A
-70,70,-32,-70,-52,20,70,17,46,3288,D
70,-70,-46,70,-35,-70,-70,70,70,3289,A
70,-70,-60,-70,-35,-70,-70,-35,46,3290,C
70,-70,-22,70,-70,-70,-70,-52,23,3291,B
-70,70,-10,-70,-52,-60,70,-17,23,3292,B
-70,-70,-50,70,70,-70,-70,35,46,3293,C
70,70,22,70,-70,-40,0,-52,46,3294,C
70,-70,-50,-70,-35,-70,-70,0,-70,3295,A
-70,70,-36,70,-70,-30,0,-52,-46,3296,C
70,-70,-52,-70,17,-60,-70,-70,70,3297,A
-70,70,28,70,-17,-70,-70,-35,-46,3298,A
-70,70,-2,-70,17,-70,0,17,70,3299,B
-70,-70,-66,-70,70,-20,-70,0,-46,3300,D
-70,70,-36,70,-70,0,-70,-35,46,3301,D
70,-70,-64,70,70,-70,-70,-17,23,3302,D
70,-70,-22,-70,-17,-60,-70,-35,46,3303,A
70,70,-6,70,-70,-70,0,-52,46,3304,C
70,-70,-42,-70,-70,-60,-70,17,70,3305,D
-70,-70,-68,-70,70,10,-70,0,-46,3306,D
70,-70,-62,-70,35,10,-70,-70,46,3307,D
70,-70,-14,70,-70,-60,-70,-70,-70,3308,B
-70,70,22,70,-17,-40,-70,-35,46,3309,C
70,-70,-70,-70,70,-70,-70,-17,46,3310,D
70,70,0,70,-70,-50,0,-17,46,3311,C
-70,70,10,-70,-52,-70,-70,0,70,3312,B
70,-70,-42,70,70,10,-70,-35,46,3313,D
-70,70,-28,70,-70,-60,0,-35,46,3314,B
-70,70,68,-70,-70,0,-70,-70,46,3315,D
-70,70,14,70,-52,20,70,-35,46,3316,C
-70,-70,-44,70,70,-60,-70,-17,46,3317,D
-70,70,8,70,-70,-60,0,-17,46,3318,C
70,-70,-52,70,0,-40,-70,-35,46,3319,D
70,70,-4,70,17,-60,0,-52,46,3320,C
70,70,-10,70,17,-70,70,-17,46,3321,B
-70,-70,-56,70,-52,-40,-70,-35,46,3322,D
-70,70,70,-70,-52,-70,70,-52,46,3323,A
-70,-70,4,70,-70,-50,-70,-70,46,3324,B
-70,70,-34,70,-17,20,70,-35,46,3325,B
70,-70,-30,70,-35,-20,-70,0,-46,3326,A
-70,70,-12,70,-17,-60,-70,-17,46,3327,C
-70,70,14,70,-70,-60,0,-17,46,3328,C
-70,70,70,70,35,-70,70,-52,46,3329,C
-70,70,2,-70,52,-50,-70,-70,-70,3330,A
70,70,-20,70,-70,-30,0,-52,46,3331,A
-70,-70,-50,-70,-35,30,-70,-35,46,3332,C
-70,-70,10,70,-70,-60,-70,-70,46,3333,B
-70,70,-20,70,-35,70,-70,-52,46,3334,A
70,-70,-22,70,0,30,-70,-35,46,3335,D
-70,70,-48,-70,-17,0,0,-52,-70,3336,D
70,-70,-64,-70,70,10,-70,35,-46,3337,D
-70,-70,-24,70,-17,0,-70,-52,23,3338,D
-70,70,-10,70,-35,-70,0,-35,-70,3339,A
-70,-70,-44,-70,70,-60,-70,-17,46,3340,C
-70,-70,-54,70,-35,-30,-70,-35,-46,3341,A
70,-70,-70,-70,70,-70,-70,0,70,3342,D
-70,70,-22,70,-52,-60,70,-35,46,3343,C
70,70,-2,-70,17,20,0,0,70,3344,B
70,70,-6,70,-70,-30,0,-52,-23,3345,C
-70,70,34,70,-52,-70,70,-35,46,3346,A
70,70,10,-70,-17,10,0,-52,46,3347,B
-70,70,-48,-70,-52,-60,70,-35,46,3348,D
-70,70,-20,-70,-52,-30,0,0,70,3349,A
70,-70,-2,70,-70,-60,-70,-70,46,3350,A
70,-70,10,70,-35,-70,-70,-17,46,3351,B
70,-70,-28,70,-70,-70,-70,-70,70,3352,B
-70,70,-28,70,-17,-60,0,-52,46,3353,B
70,70,-14,70,-17,-20,-70,-52,46,3354,A
-70,-70,-40,-70,0,-70,-70,-17,-70,3355,C
-70,70,0,70,-52,-70,70,-17,46,3356,C
70,70,16,70,-70,-60,-70,-70,46,3357,B
-70,70,-14,70,-70,-60,0,0,-46,3358,C
-70,-70,16,70,-17,-60,-70,-17,-46,3359,C
-70,-70,-62,-70,0,-40,-70,17,-70,3360,D
70,70,-12,70,-70,-60,70,17,46,3361,B
-70,-70,-56,-70,-17,-20,-70,-52,46,3362,D
-70,70,-52,-70,-52,-70,-70,17,46,3363,D
-70,70,-30,70,-17,-50,0,-35,-70,3364,B
70,70,-14,-70,-70,-20,-70,0,46,3365,C
70,70,-32,70,-70,-60,-70,-52,46,3366,C
70,70,-24,70,-70,-70,0,-52,46,3367,C
70,-70,-48,-70,-70,-60,-70,-70,-70,3368,A
70,-70,-68,-70,-17,-60,-70,0,46,3369,D
-70,70,56,-70,-52,-60,70,-52,70,3370,D
70,70,-10,70,-35,-60,-70,-70,-70,3371,D
-70,70,26,70,-70,-60,70,-52,46,3372,B
-70,70,14,70,-70,-70,-70,-70,46,3373,B
-70,70,-14,70,-70,-70,0,0,46,3374,B
-70,70,-28,70,-70,-70,0,-35,46,3375,C
70,70,70,70,-70,-70,70,-35,46,3376,C
70,-70,-62,-70,70,-70,-70,-35,-70,3377,D
70,-70,-22,70,-70,0,-70,-35,46,3378,C
-70,70,30,70,-70,-70,70,-52,46,3379,C
70,-70,-46,70,-17,-70,-70,0,23,3380,D
-70,70,-28,-70,-52,50,70,35,46,3381,B
-70,-70,-52,-70,-70,-60,-70,-70,70,3382,D
-70,70,-46,-70,17,-60,0,-35,70,3383,A
-70,70,-12,70,-52,0,70,-17,46,3384,C
-70,70,-22,-70,-35,-70,0,-35,46,3385,B
70,-70,-44,-70,-17,40,-70,0,0,3386,D
70,70,-28,70,-70,10,0,-35,46,3387,B
70,70,6,70,-70,-70,0,-17,70,3388,C
70,-70,-44,-70,70,-70,-70,-35,46,3389,B
70,-70,-50,70,17,-60,-70,17,-46,3390,A
-70,70,8,70,-70,-70,0,-52,70,3391,B
-70,70,34,70,35,-70,70,-52,46,3392,C
70,70,-34,70,52,-70,0,-52,46,3393,B
70,-70,-20,70,-70,-60,-70,-35,46,3394,A
70,-70,-26,70,70,-10,-70,-52,46,3395,D
70,70,-20,70,17,20,0,-52,46,3396,C
70,70,-14,70,-70,-70,0,-17,-70,3397,B
-70,70,-36,-70,-17,-60,0,-17,70,3398,B
-70,-70,18,-70,-17,0,-70,-70,46,3399,A
70,70,-26,70,-70,20,0,0,46,3400,B
70,70,2,70,-70,30,-70,-70,46,3401,B
-70,-70,-32,70,70,-60,-70,-17,70,3402,B
-70,-70,-44,70,-70,-70,-70,-70,46,3403,B
-70,-70,-50,70,70,-30,-70,-17,46,3404,D
70,70,-10,70,17,-60,70,-35,46,3405,B
70,-70,-64,-70,0,-60,-70,52,46,3406,C
70,-70,-40,70,70,-60,-70,-52,46,3407,C
70,-70,-40,70,-70,30,-70,-70,0,3408,A
-70,70,-30,70,-70,10,0,-52,70,3409,B
70,70,-28,70,-70,-60,0,-17,46,3410,A
70,70,10,70,-70,-70,70,-52,46,3411,C
-70,70,-22,-70,-17,-10,-70,-35,46,3412,B
70,-70,-48,-70,17,20,-70,-52,70,3413,A
70,70,18,70,-70,-60,-70,-52,46,3414,B
-70,-70,-40,70,-17,20,-70,17,46,3415,D
-70,-70,-62,-70,70,10,-70,-17,46,3416,D
-70,70,-36,70,-17,-10,-70,0,-70,3417,D
70,70,-48,70,70,-10,0,-52,46,3418,A
70,70,-44,70,70,-70,-70,-70,23,3419,D
-70,70,-30,70,-70,-70,-70,-17,-70,3420,A
-70,-70,-62,-70,70,20,-70,52,46,3421,D
70,70,6,70,-70,-60,0,-35,70,3422,C
70,70,-22,-70,17,-60,0,17,70,3423,B
70,70,46,70,35,-10,70,-52,46,3424,B
-70,70,50,70,35,-60,70,-52,46,3425,C
-70,70,0,70,70,-40,70,-17,0,3426,B
70,70,-22,70,-70,-60,-70,-52,46,3427,A
70,-70,36,70,-70,-60,-70,-52,-46,3428,B
-70,70,34,-70,-52,-60,0,-52,46,3429,C
70,-70,-56,-70,17,20,-70,-70,46,3430,D
-70,70,14,70,-52,-70,-70,-35,46,3431,D
-70,70,-10,70,-35,-20,0,-35,-23,3432,B
70,-70,-50,-70,70,-70,-70,-17,46,3433,D
70,70,-20,70,-17,-70,0,-52,-46,3434,C
-70,70,56,70,35,-70,70,-52,46,3435,B
-70,70,-26,70,-70,70,-70,-70,46,3436,A
-70,-70,-42,-70,70,20,-70,-35,46,3437,D
70,-70,-64,-70,70,-40,-70,-52,70,3438,D
70,-70,-50,-70,-17,30,-70,-52,46,3439,D
-70,70,-20,70,-70,-40,0,-35,46,3440,C
70,70,-30,-70,17,-70,0,0,-70,3441,A
-70,70,18,70,-70,-20,0,-17,46,3442,C
-70,70,-56,70,-70,-40,0,-52,46,3443,B
-70,70,-24,70,-70,10,0,-35,46,3444,A
-70,70,-32,70,-70,-60,0,-35,46,3445,C
-70,70,64,70,70,-70,-70,-70,46,3446,D
-70,70,4,-70,-52,-60,70,52,70,3447,A
70,-70,-52,70,52,20,-70,-70,46,3448,D
70,-70,-62,-70,70,10,-70,-17,46,3449,D
-70,70,-36,70,-35,-20,70,-52,46,3450,D
-70,-70,-44,-70,70,-50,-70,-52,-23,3451,A
-70,70,-26,70,-70,-60,0,-17,46,3452,C
70,70,-20,70,-70,-70,-70,-52,46,3453,C
70,70,-30,-70,17,20,-70,-52,46,3454,A
70,-70,-50,-70,-17,-60,-70,-17,46,3455,D
70,-70,-10,70,-70,-60,-70,-70,-70,3456,B
70,70,-24,70,-70,10,0,-52,46,3457,C
-70,70,-16,-70,-70,-60,0,-35,46,3458,A
70,-70,-24,70,-17,-20,-70,-52,46,3459,D
70,70,-50,-70,52,20,70,-35,46,3460,A
70,70,30,70,35,-60,70,-52,46,3461,B
70,70,54,70,35,-60,70,-52,46,3462,C
-70,70,-10,70,-35,20,0,0,46,3463,C
70,70,-16,70,-70,10,0,-52,46,3464,C
-70,70,6,-70,-17,-70,70,-35,70,3465,D
-70,-70,-52,-70,-17,-70,-70,-35,-70,3466,A
70,-70,-52,70,-17,10,-70,-35,46,3467,D
-70,70,-46,70,70,-60,70,-52,70,3468,B
70,-70,-64,-70,70,-60,-70,-17,46,3469,D
-70,-70,-30,70,-17,-60,-70,-52,-46,3470,D
-70,70,6,-70,0,-60,70,-35,46,3471,A
70,70,-14,70,52,10,0,-35,-70,3472,C
-70,70,42,-70,-52,-60,70,-52,46,3473,C
70,70,-2,70,17,-30,-70,-70,-70,3474,B
70,-70,-56,-70,52,-70,-70,-35,-46,3475,C
-70,70,-44,70,70,-50,-70,-52,46,3476,D
70,-70,-70,-70,70,-60,-70,-17,46,3477,D
70,70,10,70,-70,-40,70,0,23,3478,B
70,-70,-56,70,-70,20,-70,-70,46,3479,B
70,70,-12,-70,-70,0,-70,-70,46,3480,C
-70,70,-42,70,-17,-60,-70,-52,46,3481,A
70,70,-30,-70,-35,-60,0,-52,70,3482,D
-70,70,-2,70,-70,-40,0,-17,46,3483,C
-70,-70,-64,-70,70,-70,-70,17,-70,3484,D
-70,70,32,-70,35,-70,-70,-70,46,3485,B
-70,-70,-44,-70,70,10,-70,-17,46,3486,D
70,-70,-60,-70,-35,-70,-70,-17,46,3487,C
-70,-70,-40,-70,0,-60,-70,-35,70,3488,D
70,70,46,70,35,-60,70,-52,46,3489,A
70,70,-22,70,17,10,-70,-52,-70,3490,D
-70,70,38,70,70,-60,0,-35,46,3491,C
70,70,-26,70,17,-60,0,17,70,3492,B
70,-70,-40,70,-70,-70,-70,-35,-70,3493,A
70,-70,-42,-70,70,10,-70,-17,46,3494,D
70,70,-14,70,-70,-60,-70,-70,46,3495,B
-70,70,0,70,-17,-60,-70,-35,-46,3496,A
-70,70,-24,70,-70,-60,0,-35,46,3497,B
-70,-70,-64,-70,70,-60,-70,-35,70,3498,D
-70,70,16,-70,-52,-70,70,-52,70,3499,B
70,-70,8,70,17,-60,-70,-70,46,3500,A
-70,70,-34,70,-70,-30,-70,-70,46,3501,A
70,-70,-50,70,-17,-70,-70,-52,46,3502,D
70,70,-12,70,-35,-60,0,-17,46,3503,C
70,70,-14,70,-70,-70,70,-17,46,3504,C
-70,70,-8,70,-70,-70,0,-52,0,3505,C
-70,-70,-40,-70,70,-70,-70,0,46,3506,C
70,70,-8,70,52,10,0,-52,46,3507,C
-70,70,-56,70,-70,20,-70,-17,46,3508,D
-70,70,52,70,-52,-40,-70,-70,46,3509,B
-70,-70,-34,70,70,10,-70,-17,-46,3510,A
-70,-70,-54,-70,17,0,-70,-70,46,3511,D
-70,70,0,70,-17,-60,0,-17,46,3512,D
-70,70,-24,70,-70,10,70,-52,-46,3513,A
-70,70,-20,-70,-52,-60,-70,-17,46,3514,A
70,70,-4,70,-70,-60,0,-52,0,3515,C
-70,70,-16,70,-70,-60,0,17,-23,3516,C
-70,70,6,70,-35,-70,0,-17,46,3517,C
-70,70,32,70,35,-40,70,-52,46,3518,D
70,70,10,-70,-70,-60,-70,-35,70,3519,C
70,-70,-46,70,70,-70,-70,0,-46,3520,D
-70,70,40,-70,35,-70,-70,-70,46,3521,D
-70,-70,-40,-70,0,-70,-70,-35,-70,3522,D
70,70,18,70,0,-50,-70,-70,46,3523,D
70,70,12,-70,35,-60,0,-35,46,3524,B
-70,-70,-44,70,-35,-40,-70,-17,46,3525,C
70,70,-50,70,52,20,0,-52,-70,3526,B
70,70,-32,-70,-17,-60,0,-52,70,3527,D
-70,70,32,-70,35,-70,70,-52,46,3528,B
-70,70,48,-70,-17,-70,-70,-52,46,3529,D
70,-70,-30,70,-70,10,-70,52,-46,3530,B
-70,-70,-68,-70,-17,-70,-70,-35,46,3531,C
70,70,-50,-70,-35,20,-70,-70,0,3532,A
70,70,38,-70,-52,-70,-70,-35,70,3533,B
-70,-70,-64,-70,70,0,-70,-17,-70,3534,D
-70,70,-22,70,-70,-70,0,-35,46,3535,B
-70,70,2,70,52,-70,-70,-17,46,3536,B
-70,70,-24,70,-70,-70,-70,-52,46,3537,A
-70,70,36,70,-52,-60,70,-17,46,3538,C
-70,70,4,70,-70,-70,-70,-52,46,3539,B
-70,70,58,-70,-52,-70,-70,35,46,3540,D
70,70,-12,70,-35,-60,0,-52,70,3541,A
70,70,-30,-70,17,-60,-70,-70,70,3542,A
-70,-70,-48,70,70,-40,-70,-35,70,3543,D
-70,70,-6,70,-17,-70,0,-17,46,3544,B
70,70,-2,-70,17,-10,0,-17,70,3545,B
-70,-70,-40,70,-17,-60,-70,52,70,3546,C
-70,70,-34,-70,-52,-60,70,17,70,3547,D
-70,70,22,-70,-17,0,0,-17,70,3548,D
70,-70,-56,-70,0,-60,-70,70,-23,3549,D
-70,70,-52,-70,-17,-30,-70,-17,-70,3550,B
-70,70,-4,-70,17,-70,0,-35,46,3551,D
70,-70,-22,70,-17,-60,-70,-70,46,3552,D
70,-70,-60,-70,70,-60,-70,-35,-70,3553,D
-70,70,52,70,35,-70,70,-52,46,3554,C
70,70,-26,70,-17,50,-70,17,46,3555,A
70,70,-10,70,-70,-70,0,-52,46,3556,C
70,-70,2,70,-70,-40,-70,-70,46,3557,A
-70,70,-34,70,-17,-60,-70,-35,-70,3558,A
-70,70,-24,70,-70,50,0,-52,46,3559,B
70,-70,-42,70,-70,-70,-70,-35,46,3560,B
-70,70,-32,70,-17,10,0,-52,-46,3561,D
-70,-70,-46,-70,70,-70,-70,-52,70,3562,B
70,70,50,70,35,-60,-70,-70,46,3563,C
-70,70,22,70,-70,-70,0,-17,-46,3564,B
-70,70,-8,70,-52,-70,70,-17,46,3565,A
-70,70,0,70,-70,-60,0,-17,-46,3566,C
-70,-70,-66,-70,70,10,-70,0,46,3567,D
70,70,48,-70,35,-60,70,-52,46,3568,B
-70,-70,-42,70,-35,-10,-70,0,46,3569,D
-70,-70,-60,-70,70,-40,-70,-52,70,3570,D
70,-70,-46,-70,17,-70,-70,-35,46,3571,B
-70,70,-16,70,-17,-70,-70,-17,-46,3572,C
-70,70,-56,-70,70,-60,0,-52,46,3573,D
70,-70,-66,-70,70,-70,-70,-17,46,3574,D
70,-70,-52,70,70,-60,-70,-35,0,3575,D
-70,-70,-68,-70,70,-70,-70,-35,-46,3576,D
70,-70,-54,70,70,-70,-70,-17,-46,3577,A
-70,70,2,-70,-70,-70,0,-52,46,3578,C
70,70,-24,-70,17,10,0,-35,46,3579,C
-70,-70,-56,-70,70,-70,-70,-17,46,3580,D
70,70,26,70,-70,-60,0,-52,46,3581,B
-70,70,66,70,35,-70,-70,-70,46,3582,B
-70,70,-54,-70,-35,20,-70,17,46,3583,D
70,70,-32,70,-70,-30,-70,-70,-70,3584,A
-70,-70,-22,70,-35,-60,-70,-70,46,3585,A
70,-70,-44,70,70,-10,-70,-17,-46,3586,D
70,-70,-66,-70,70,-70,-70,-35,46,3587,D
-70,-70,-40,70,70,10,-70,-17,-46,3588,D
70,-70,2,70,-70,-60,-70,-70,46,3589,A
-70,-70,-62,-70,70,-60,-70,-35,46,3590,D
70,-70,-28,70,17,-60,-70,-35,46,3591,B
-70,70,16,70,-70,-70,-70,-35,46,3592,C
70,70,-32,-70,52,60,0,-35,46,3593,A
70,-70,-54,70,52,20,-70,-70,-46,3594,D
-70,-70,-52,70,-70,20,-70,-52,-70,3595,D
-70,-70,-48,70,70,-60,-70,-17,-46,3596,D
70,-70,-44,70,-17,-60,-70,-70,46,3597,B
-70,70,-26,70,-17,20,0,0,46,3598,B
-70,70,4,70,-17,-70,-70,-52,-70,3599,C
70,70,-16,70,-70,-60,70,0,46,3600,C
70,-70,-26,70,-17,-20,-70,-70,-70,3601,A
-70,-70,-46,70,70,20,-70,-35,46,3602,D
70,70,-28,70,70,10,70,-52,23,3603,D
70,70,22,-70,35,-70,70,70,70,3604,A
-70,-70,-26,70,-70,-70,-70,-70,46,3605,B
70,-70,-70,-70,70,-40,-70,-17,70,3606,D
-70,70,38,70,-52,-60,70,-52,46,3607,B
-70,-70,-70,-70,70,-70,-70,0,46,3608,D
-70,-70,-68,-70,70,-70,-70,-17,70,3609,D
70,-70,-54,-70,17,-20,-70,-52,46,3610,A
-70,70,8,70,-70,0,-70,-52,46,3611,B
70,-70,-50,70,-70,-60,-70,-52,46,3612,C
70,70,0,70,-70,-60,0,-52,0,3613,C
-70,-70,-70,-70,-35,-30,-70,-52,46,3614,A
-70,70,-8,70,-17,0,0,-17,46,3615,C
-70,-70,-66,-70,-35,-70,-70,-17,46,3616,D
-70,70,2,70,-70,-50,-70,-52,46,3617,B
70,-70,-42,70,17,-70,-70,-35,46,3618,D
-70,-70,-52,-70,70,30,-70,-17,46,3619,C
-70,70,36,70,-52,-60,70,0,46,3620,A
70,-70,10,70,-70,-60,-70,-70,46,3621,C
70,70,-36,70,-70,-70,-70,-35,46,3622,A
70,-70,-42,70,17,20,-70,-70,46,3623,A
70,70,-50,70,70,30,70,-52,46,3624,D
-70,70,-68,-70,-17,-60,-70,-52,46,3625,A
-70,70,-2,70,-70,-50,70,-70,70,3626,D
-70,-70,-48,-70,-35,-60,-70,-35,46,3627,D
70,70,-4,70,52,50,0,-17,-70,3628,B
-70,-70,-52,70,70,-60,-70,0,46,3629,D
70,-70,-12,70,-17,-70,-70,-70,-70,3630,A
-70,70,14,-70,-17,-60,-70,-70,-46,3631,A
70,70,42,-70,35,-70,70,-52,46,3632,D
-70,-70,-68,-70,70,-60,-70,-70,46,3633,D
-70,70,-10,70,-70,-70,0,-52,-23,3634,C
-70,70,-22,-70,52,10,-70,-70,46,3635,A
70,-70,64,70,35,-60,-70,-70,46,3636,A
-70,-70,-40,70,-17,20,-70,-17,-70,3637,C
-70,70,-8,-70,-52,-40,70,0,0,3638,B
-70,-70,-60,-70,-35,-60,-70,0,46,3639,D
-70,-70,-36,-70,-35,-60,-70,-35,-70,3640,D
-70,70,-32,70,-70,-50,0,-52,46,3641,C
-70,70,-20,70,-17,0,-70,-52,46,3642,A
-70,70,-6,-70,17,-60,-70,-52,46,3643,D
70,-70,-6,-70,17,-60,-70,-70,46,3644,A
70,-70,-66,-70,70,10,-70,-35,23,3645,D
70,70,-44,-70,52,20,0,-52,46,3646,A
70,-70,-44,70,70,20,-70,-35,-46,3647,A
-70,70,-24,-70,-52,-60,0,0,70,3648,B
70,70,30,-70,35,-70,-70,-70,-70,3649,D
70,70,28,70,-70,-30,-70,-52,46,3650,B
70,-70,-46,-70,70,10,-70,-17,70,3651,B
70,-70,-54,70,-35,-60,-70,-70,46,3652,D
-70,-70,-70,-70,-17,-70,-70,0,46,3653,C
-70,-70,-46,70,70,10,-70,-17,0,3654,D
70,-70,-14,70,-70,20,-70,-70,46,3655,B
-70,-70,-68,-70,70,-50,-70,0,-46,3656,D
-70,-70,-40,70,-17,-70,-70,-17,46,3657,C
70,70,22,70,-70,60,-70,-70,46,3658,B
-70,70,-54,70,-70,-10,0,-52,46,3659,A
70,-70,-46,70,52,-10,-70,-70,46,3660,D
70,70,-52,70,17,-70,0,-17,0,3661,A
-70,70,46,-70,35,-60,-70,-52,70,3662,D
70,-70,-66,-70,17,-70,-70,-17,46,3663,D
70,-70,-52,70,52,-10,-70,35,46,3664,B
70,70,-4,70,-35,-60,0,-17,46,3665,B
-70,-70,-70,-70,70,60,-70,-17,46,3666,D
